year,month,day,hour,o3ddv,gs,prec,rh,VPD,wetness
1998,10,1,2,0.607490768150883,NaN,0.254,99.45,0.00811692029168762,1.006
1998,10,1,3,0.737489954323964,NaN,1.524,99.5,0.00757181251432894,1.006
1998,10,1,4,0.503062042173647,NaN,0.508,98,0.0293179210995462,1.006
1998,10,1,5,0.322432673096414,0.00455056588532586,0,96.95,0.044153592372793,1.006
1998,10,1,6,0.710019345294542,-0.0114682651244591,0,96.75,0.0450464305631861,1.006
1998,10,1,7,1.46634161916423,NaN,0.254,95.05,0.0639217364323246,1.006
1998,10,1,8,0.800923633888236,0.387846962766952,0,90.7,0.112524200507328,0.942
1998,10,1,9,1.27693272307559,1.46685369907443,0,80.85,0.234696511047117,0.227
1998,10,1,10,1.47398745346958,1.3806491742247,0,65.615,0.423322709007775,0.005
1998,10,1,11,-0.0316996607915648,0.66233411021796,0,59.38,0.457946447866525,0.005
1998,10,1,12,-0.0845136382166288,0.650165491123696,0,52.915,0.521801385051627,0.005
1998,10,1,13,0.570892486662145,0.929018282646153,0,48.31,0.586273985938294,0.005
1998,10,1,14,0.193403111259204,0.786897151601039,0,46.975,0.611082032382737,0.005
1998,10,1,15,1.14019987217847,0.772677310046202,0,45.27,0.619930035678112,0.005
1998,10,1,16,0.647443286154194,0.578089947989379,0,48.085,0.56906646506046,0.005
1998,10,1,17,0.500580330275715,0.448803352919629,0,49.69,0.531147426787578,0.005
1998,10,1,18,0.139057251115584,0.116863613357433,0,53.19,0.464358591492275,0.005
1998,10,1,19,0.0839604831133471,NaN,0,59.61,0.36399058904999,0.006
1998,10,1,20,0.0624236110690513,0.00340786634539047,0,66.28,0.287025962617752,0.006
1998,10,1,21,0.0461796603627943,-0.0196270831615025,0,70.85,0.256812711997894,0.006
1998,10,1,22,0.019015886284434,-0.000889331417224364,0,73.75,0.232213620022952,0.006
1998,10,1,23,0.0442645591526351,0.00557410624009697,0,76.8,0.202739729590688,0.006
1998,10,2,0,0.0255104379905438,NaN,0,79.6,0.172805250261912,0.006
1998,10,2,1,0.0558361763322432,NaN,0,81.45,0.155127056720483,0.006
1998,10,2,2,0.0676440941995785,NaN,0,84.95,0.117921799048901,0.14
1998,10,2,3,0.0240781964011453,NaN,0,85.6,0.109472252649167,1.007
1998,10,2,4,0.084345585702292,NaN,0,88.5,0.0837704058578266,1.007
1998,10,2,5,0.0277166889061818,NaN,0,91.9,0.0562992913058074,1.007
1998,10,2,6,-0.0157137654359328,NaN,0,93.15,0.0470449202513306,1.006
1998,10,2,7,0.360174793055491,NaN,0,88.55,0.0918102703654925,1.006
1998,10,2,8,0.71319278716023,0.513554609223994,0,71.035,0.299504038956781,0.024
1998,10,2,9,0.634670881799676,0.577363519548419,0,59.445,0.465245720229638,0.005
1998,10,2,10,0.522256817881299,0.505413095341721,0,59.87,0.469093243746323,0.005
1998,10,2,11,0.471626397286573,1.25714830367721,0,70.29,0.331717690374078,0.6285
1998,10,2,12,0.446797969666575,NaN,0.254,73.7,0.299255378222862,0.687
1998,10,2,13,0.48063696569469,0.913784514361728,0,66.965,0.404718073520279,0.025
1998,10,2,14,NaN,NaN,0,67.11,0.398542072021317,0.1885
1998,10,2,15,NaN,NaN,0,69.02,0.366037322017344,0.116
1998,10,2,16,0.209984018477641,0.399926878948853,0,71.62,0.323082175499633,0.499
1998,10,2,17,0.266912095669144,0.0563849249168283,0,80.5,0.208700847909536,0.158
1998,10,2,18,0.322523826066438,0.159551377101216,0,77,0.249605526432394,0.0055
1998,10,2,19,0.229454026179003,0.366961695383142,0,70.025,0.323987425620263,0.0055
1998,10,2,20,0.159240285049188,0.0969087179055399,0,72.5,0.280328227100828,0.0055
1998,10,2,21,0.0613790235172535,0.087453262662598,0,74.05,0.243506791809091,0.006
1998,10,2,22,0.0672604965038407,0.077871986062972,0,72.25,0.241677608199484,0.006
1998,10,2,23,0.0581230258590315,NaN,0,73.25,0.211352949691767,0.006
1998,10,3,0,-0.022140282381592,NaN,0,80.7,0.137691685680155,0.006
1998,10,3,1,0.0174709732013825,NaN,0,80.65,0.134794788470707,0.006
1998,10,3,2,0.108596501799497,NaN,0,82.2,0.115713126944624,0.1805
1998,10,3,3,0.176281488062919,NaN,0,85.4,0.0925551791731106,0.006
1998,10,3,4,0.00868539346457993,NaN,0,87.5,0.0783161656231505,0.006
1998,10,3,5,0.0552828075990631,NaN,0,88.6,0.0667372950501609,0.006
1998,10,3,6,0.0546550766856788,-0.00078613855277264,0,90.4,0.0578677692923379,0.006
1998,10,3,7,0.345164277569013,0.747500917830908,0,90.75,0.0615728215782062,0.9035
1998,10,3,8,0.761309891304963,0.222325646167244,0,85.25,0.121731706809949,0.0175
1998,10,3,9,0.288032651995037,0.345896880109653,0,77.45,0.207309173067006,0.005
1998,10,3,10,0.270436558151649,0.336810181726902,0,69.81,0.294256442873605,0.005
1998,10,3,11,0.829780884893751,0.772905940546795,0,65.15,0.368539478952137,0.005
1998,10,3,12,0.502841707212964,0.191044746585406,0,61.12,0.435966212141598,0.005
1998,10,3,13,NaN,NaN,0,58.225,0.473873842376467,0.005
1998,10,3,14,0.325664457807778,0.377794276838625,0,55.09,0.516512661706784,0.005
1998,10,3,15,0.342194522310095,0.332828222041354,0,57.14,0.487166645961672,0.005
1998,10,3,16,0.239061718776668,0.23562029141564,0,59.795,0.437314048924831,0.005
1998,10,3,17,0.0993993063886405,0.0554495595818558,0,66.35,0.337951992094503,0.005
1998,10,3,18,0.0181912164834484,NaN,0,73.75,0.234335354622056,0.005
1998,10,3,19,0.0177841442093206,NaN,0,80.65,0.159232093439433,0.0055
1998,10,3,20,0.169711348132168,NaN,0,85.8,0.107321080454494,0.006
1998,10,3,21,-0.00472145524357087,NaN,0,85.55,0.108541221265774,0.006
1998,10,3,22,-0.0105268738723335,0.00406448131891863,0,86.4,0.0993955635333309,0.006
1998,10,3,23,0.00814811522274179,NaN,0,87.75,0.087112696376644,0.311
1998,10,4,0,0.0998541160730151,NaN,0,91.45,0.0527733811192175,1.006
1998,10,4,1,-0.0117786839101374,NaN,0,93.55,0.0383746553881911,1.006
1998,10,4,2,-0.0899364863467519,NaN,0,94.3,0.0318804665805205,0.1815
1998,10,4,3,0.01278805112858,NaN,0,95.45,0.0271783556391397,0.006
1998,10,4,4,-0.110307832480736,NaN,0,94.85,0.0279529099616437,0.006
1998,10,4,5,0.00485849647998359,NaN,0,95,0.026910980911497,0.006
1998,10,4,6,-0.088233149055966,NaN,0,94.5,0.0286258523484479,0.006
1998,10,4,7,-0.111103824837994,-0.676320970524568,0,90.15,0.0618685058166722,0.9385
1998,10,4,8,1.73200463511882,NaN,0,82.3,0.145672851356106,0.005
1998,10,4,9,0.492513482620784,NaN,0,71.05,0.304146812907012,0.005
1998,10,4,10,0.440551496396192,0.395705999832425,0,56.945,0.50871598192817,0.005
1998,10,4,11,0.478804456158225,0.497133650363851,0,51.865,0.619511587520384,0.005
1998,10,4,12,NaN,NaN,0,48.865,0.709182429707965,0.005
1998,10,4,13,0.414786108162377,0.418035808128393,0,48.27,0.737061359500276,0.005
1998,10,4,14,0.38274170842337,0.372534474117716,0,43.915,0.839251738401894,0.005
1998,10,4,15,0.195663754258883,0.227845447426926,0,43.465,0.858658436926205,0.005
1998,10,4,16,0.107339207248312,0.125006263715509,0,45.235,0.805645754392363,0.005
1998,10,4,17,0.0954640836297075,NaN,0,55.41,0.572169092836411,0.005
1998,10,4,18,0.0952630582751275,NaN,0,63.31,0.403669854368887,0.0055
1998,10,4,19,0.0940661681523143,NaN,0,69.955,0.296575670917534,0.006
1998,10,4,20,-0.0197750005587398,NaN,0,73.65,0.247440153092109,0.006
1998,10,4,21,-0.0280053879013658,NaN,0,79.15,0.169970163461574,0.006
1998,10,4,22,0.0190293929297335,NaN,0,85.55,0.106733713373967,0.4755
1998,10,4,23,0.124017382930059,NaN,0,84.8,0.104490674669186,1.005
1998,10,5,0,0.392544978221072,NaN,0,88.55,0.0698786506057213,1.005
1998,10,5,1,0.131738440445217,NaN,0,88.4,0.0704518968898327,1.005
1998,10,5,2,0.199751761088059,NaN,0,90.1,0.0582290350120745,0.1985
1998,10,5,3,-0.0483129379321317,NaN,0,91.8,0.0462541741861917,0.006
1998,10,5,4,-0.047582997376604,NaN,0,92.5,0.0406249498030584,0.006
1998,10,5,5,-0.0717892711530533,NaN,0,93.1,0.0370050187242117,0.006
1998,10,5,6,-0.0395770983346436,-0.0393247483143929,0,92.75,0.0381658289924891,0.006
1998,10,5,7,NaN,NaN,0,87.65,0.0767076127519523,0.975
1998,10,5,8,0.627922756163718,0.275735623136975,0,81.25,0.157234789439363,0.0725
1998,10,5,9,0.392580582474723,0.366820197780948,0,65.015,0.373171329703401,0.005
1998,10,5,10,0.5435924239442,0.395421048675761,0,52.525,0.593153256683083,0.0055
1998,10,5,11,0.232605844060496,0.312053766258766,0,49.18,0.706561145347459,0.005
1998,10,5,12,0.554092148435695,0.390502983492841,0,52.45,0.685319268888153,0.005
1998,10,5,13,0.521727332516722,0.399695368085843,0,51.675,0.731034023075385,0.005
1998,10,5,14,0.382226251265962,0.371990023997516,0,46.44,0.868455446425778,0.005
1998,10,5,15,0.291226397155029,0.249448857586598,0,44.52,0.903881861165947,0.005
1998,10,5,16,0.185134604963082,0.157505688505426,0,46.09,0.81571145436241,0.084
1998,10,5,17,0.151619763278524,0.0786313562317492,0,52.845,0.629354111545978,0.3785
1998,10,5,18,0.0493840990323424,0.0229349367621965,0,61.44,0.449156937387648,0.005
1998,10,5,19,0.0781982388069375,0.0530766644392581,0,65.91,0.357720251497095,0.005
